Star Rating,Review Text,Word Count
1,"Обслуживаться в ""Пятерочках"" - значит не уважать себя.",8
1,Просто ужас,2
1,Магазин пятёрочка это просто ужас какой-то,6
1,"Нарушает законодательство РФ. Роспотребнадзор, ау!",5
1,Доставка пенсионерам неполного заказа- очень разочарованы,6
1,Обвес на кассе. Обращаюсь в Прокуратуру.,6
1,Негативное,1
1,постоянная просрочка,2
1,Не хочется прихоть в магазин снова,6
1,"Магазины хорошие, сайт днищенский",4
1,"Полный обман, во всём!",4
1,"Бесполезная карта. Баллы пропадают, воруются сотрудниками, списываются задним числом",9
1,Как всегда никто не работает,5
1,Неуважение к покупателю !,4
1,"Нет товара за баллы, которые некоторые люди специально копят",9
1,Ужас!,1
1,Ужааасс!,1
1,Хамство,1
1,Неадекватная СБ магазина,3
1,Сплошной обман,2
1,Систематический обман покупателей,3
1,[цензура],1
1,Атас...,1
1,Негативное,1
1,Крайне возмущен подобным отношением ...,5
1,Мерзость,1
1,"Просто ""замечательный"" супермаркет.",3
1,Кулинария,1
1,Обман и просрочка,3
1,Плохое,1
1,Обман с бонусными картами.,4
1,Ценники не соответствуют фактической цене на кассе,7
1,Обворовали наших детей,3
1,"Пятёрочка на Транспортной в Уфе, в Инорсе.",7
1,Нет слов,2
1,полный ...!,2
1,Дикий ужас.,2
1,Три с минусом,3
1,Просто дурят народ с акциями,5
1,Общее впечатление испорчено сразу.,4
1,Дно,1
1,Возмущение,1
1,Уже не знают как впарить товар... Новый способ,8
1,издеваются,1
1,гнилые товары,2
1,обычный сетевой магазин,3
1,Просто кошмар!,2
1,"Ужасный, дорогой магазин",3
1,"Присоединяйтесь к движению ""Минимум закупаться в Пятерочке""",7
1,"Акция с ""Лего"" -очередной развод",5
1,Доставка продуктов из Пятерочки просто привела в бешенство. На клиентов им наплевать,12
1,Обман по скидочным картам,4
1,Ужасный магазин,2
1,"Грязно, особенно у входа в магазин.",6
1,Ужасно.,1
1,Директор магазина хамит своим покупателям,5
1,"Не в деньгах счастье,а в...",5
1,Хуже магазина я еще не встречала.,6
1,"Списание балов, отключение карты с накоплеными балами",7
1,"Нарушают закон, не боятся ответственности",5
1,Никогда больше,2
1,Мне не нравиться этот магазин,5
1,"Отвратительные сотрудники, беспорядок",3
1,Шецко Наталья полностью отбивает охоту ходить в этот магазин за покупками,11
1,"обворовывают покупателей, более чем на 100%",6
1,Грязь и ужас,3
1,"неприветливые сотрудники магазина, всегда работает одна касса пока другого кассира не вызовут",12
1,Большой ассортимент,2
1,[цензура],1
1,[цензура],1
1,[цензура],1
1,"Обманывают, обкрадывают и не собираются исправляться.",6
1,Очень медленное обслуживание,3
1,"Постоянный обман Москва, бульвар Андрея Тарковского, дом 1",8
1,Ужас,1
1,Фуфло голимое,2
1,Ужасно!,1
1,"Все для покупателей, а для работников ничего.",7
1,"ужасный магазин, обвешивают и несколько товаров дублируют",7
1,Сервис отвратительный,2
1,Просто ужасный магазин,3
1,"Охранники Пятёрочки заточены на ловлю ""бабушек с конфетками""",8
1,Ну так,2
1,"Акции на витрине, а в чеке без акции",8
1,Обман,1
1,Пятёрочка тренирует ум,3
1,Негативное,1
1,отвратительно,1
1,Кассиры не хотят работать!,4
1,Аноним,1
1,Торговля контрафактным алкоголем,3
1,Осторожно! 5-ка доставляет просрочку! Пятерочка доставляет подделку!,7
1,Отвратительный магазин!,2
1,Пишу как бывший работник - лучше никогда не связываться с пятерочкой.,11
1,Обманщики!,1
1,Магазин с низким ассортиментом и качеством,6
1,Безобразие полнейшее,2
1,Обманщики,1
1,приятного аппетита и доброе утро,5
1,обман покупателей,2
1,1,1
1,Будет отравление или нет?,4
1,Обман с ценниками и антисанитария,5
1,Ужас,1
1,Очередь,1
1,Стало хуже,2
1,Пятёрочка Яхтенная 24 кор 2 Санкт-Петербург,6
1,Плохо,1
1,Отвратительная сеть магазинов.,3
1,Очень все плохо. И ничего не меняется,7
1,Халатное отношение к покупателям !,5
1,Перепродажники,1
1,Отвратительно,1
1,Магазин-[цензура]!,1
1,0 из 10,3
1,отрицательное впечатление после посещения,4
1,Позор!,1
1,"Отвратительно, наглые хапуги!",3
1,"Несвежие продукты, дошло до отравления.",5
1,Безобразно организована служба доставки,4
1,Пятерочка 13к1,2
1,1,1
1,Аферисты и [цензура].,3
1,Постоянно просроченные продукты,3
1,Хитро-мудрый магазин,2
1,Процветают [цензура] и воровство,4
1,Не тратьте время впустую,4
1,отвратительная магазины. полный развод покупателей,5
1,Отвратительное отношение,2
1,"Нервозность, не довольства и плохое настроение, от посещения Пятёрочки.",9
1,"В магазине по адресу ул. Молдавская, 4 (Москва) грязь, очередь, испорченные овощи и фрукты",14
1,"""Новое разводилово"" в сети магазинов Пятерочка",6
1,Торгуют просрочкой!,2
1,"Читаем, ведь я сотрудник Пятерочки!",5
1,Очередная фишка обмана покупателя,4
1,"Обвешивание, как системное явление",4
1,Низкий уровень,2
1,Просто ужасное!,2
1,Хамство и не качественные продукты по обычным ценам. Эконом магазином это не назовёшь.,13
1,ужасно,1
1,"Таких магазинов не должно существовать, они нас траявят",8
1,Все хуже и хуже...,4
1,Вокруг один обман,3
1,магазин пятерочка (кошмар),3
1,Бардак. Сотрудники магазинп вызывают негативное впечатления в,7
1,Просроченные продукты!,2
1,Аукцион невиданной щедрости,3
1,"""Голубые воришки""",2
1,Отвратительно!,1
1,1,1
1,Не возвращают деньги на карту.,5
1,Ужас и кошмар,3
1,Ниже среднего,2
1,Невнимательный кассир,2
1,Обман,1
1,Продают подделку,2
1,Магазин как магазин,3
1,Как обманывают покупателей в магазине «Пятёрочка»,6
1,"Ужасный магазин,продавцы не умеют с клиентами вежливо разговаривать,просто грубые хамы",10
1,Разочарование,1
1,Негативное,1
1,"Скорее двоечка, нежели пятерочка.",4
1,Лучше ходить в другие супермаркеты...,5
1,"На ценниках - одна цена, продают по завышенной!",8
1,Тихий ужас,2
1,Ужас,1
1,"Обман и развод покупателей,хамское отношение сотрудников магазина",7
1,"УЖАСНОЕ, Не компентентное, обман один...",5
1,"Хамское отношение, быдло на кассе",5
1,Несовпадение цен с ценниками - обман,6
1,"Никакой распродажи, дурят народ!",4
1,Постоянный обман,2
1,"Ужасно, обходите это место стороной",5
1,Ужасное,1
1,Магазин Г ОВНО,3
1,Отвратительный магазин,2
1,"Ужасно плохо, Ульяновск Минаева д.3",5
1,Полный беспредел,2
1,Мои впечатления на фото,4
1,Ни одного хорошего слова в адрес этого магазина!,8
1,Жуткий магазин,2
1,Не понравилось.,2
1,"Москва,ул. Бусиновская Горка, 2, стр. 3",6
1,Отвратительно,1
1,Негодование,1
1,Наплевательское отношение к клиентам!,4
1,Эконом класс? Хамло класс!,4
1,ужасное впечатление от пятерочки,4
1,Берегите нервы и кошельки),4
1,"Открылся магазин на ул. Мира, 131 Волжский. Больше желания ходить в этот магазин нет",14
1,Сложно повесить ценники я не понимаю!,6
1,"раньше любила, а теперь разочаровалась",5
1,Спасибо что живой,3
1,"Личный опыт и впечатление о магазине ""Пятерочка""",7
1,"Законы не указ, когда охране скучно",6
1,самое негативное мнение,3
1,"очереди, кассиры отдыхают",3
1,ТАкие магазины надо закрывать! Зла не хватает!,7
1,Был нормальный магазин с нормальными продавцами увы испортился магазин,9
1,Надувательство,1
1,"Обманщики, плохая сеть",3
1,Неприятный осадок остался,3
1,Ужас!,1
1,"Просрочка ,просрочка ,просрочка",3
1,Ужас,1
2,Опять 25 или что за фокусы часть 2!,8
2,"Администрация магазина обманывает покупателей. Проверяйте здесь чеки и ценники, на сканерах для проверки цен.",14
2,"Акции проходят, но продуктов по акции привозят по десят штук)))",10
2,"Оно как бы есть, но потом уже нет",8
2,"Магазин в Чисмене испортил всю радость от преображения ""Пятерочки""",9
2,Просроченная продукция.,2
2,"Нечестная игра с ценниками, прямой обман потребителей в Нижегородской области",10
2,Цена на продукты все равно подкупает.,6
2,"Эконом магазин, но много просрочки.",5
2,"иногда нормально, иногда уходишь из магазина с плохим настроением",9
2,"Безответственность и ""надувательство"" посетителей",4
2,Можно отравиться,2
2,Разочарован последним событием,3
2,Можно зайти иногда,3
2,Отвратительное качество замороженных блинов кафе пятерочка,6
2,Обманщики,1
2,Раздражает необязательность!,2
2,Очень неуважительное отношение к покупателям,5
2,"""Яблоки раздора"" или еще один способ честного отъема денег",9
2,"Вам давно не хамили? Зайдите в Пятёрочку. И обхают, и облают, и обзовут.",13
2,хотя бы рядом,3
2,"Доставка "" Пятерочка""",3
2,не лучший вариант,3
2,Наглый обман! Не ожидал!...,4
2,Стыдно и обидно.,3
2,М-да...,1
2,"Очень много работы, зарплата не соответствует трудозатратам!",7
2,Карта лояльности Пятёрочка,3
2,не хочется заходить,3
2,Плохое,1
2,безразличие к покупателям,3
2,г...,1
2,Хамское отношение администрации магазина Пятерочка,5
2,Сегодня была очень разочарована магазином Пятёрочка!(((,6
2,Отвратительные магазины,2
2,Ужасно,1
2,"""Двоечка""",1
2,Негативное впечатление.,2
2,"Ты настолько хорош, насколько хороши люди, которых ты нанимаешь. (Рэй Крок)",11
2,"Чай ,richarD, и ,dilmah, с запахом пакетика и вкусом картонной коробки",11
2,Очень много обмана!,3
2,Доставка,1
2,Отравление конфетами,2
2,обвес на кассе,3
2,"Несмотря на обман со стороны продавцов, ситуация с завышением цены понравилась",11
2,Обещали исправиться.,2
2,ничего не меняется,3
2,Так себе,2
2,Очень негативное,2
2,У магазина есть свои плюсы и минусы.,7
2,Хамское и непрофессиональное отношение охранников,5
2,Испортилось отношение к магазину после недавнего инцидента,7
2,Отношение к покупателю не оставляет желания для следующего посещения.,9
2,Как дурят нашего брата,4
2,Не очень,2
2,Заняли место любимого магазина...,4
2,Нет слов!,2
2,Обман с баллами,3
2,Непонятное явление,2
2,Обычный магазин,2
2,Красивая верхушка айсберга,3
2,БАРДАК!,1
2,Плохое впечатление.,2
2,Обман покупателей,2
2,Качество обслуживания падает.,3
2,зависит от коллектива,3
2,"так себе,в других магазинах получше",5
2,На любителя,2
2,"Хочу сказать, что доставка в пятерочке обманывает покупателей!",8
2,Обман на ценниках!,3
2,Обманывают с ценами,3
2,захожу в крайнем случае за кормом для животных,8
2,"Постоянно обманывают, цены вечно не соответствуют.",6
2,"Цены высокие, не соответствуют качеству товара чаще всего",8
2,НЕУВАЖЕНИЕ К КЛИЕНТАМ,3
2,Прислали испорченный товар деньги пока не вернули,7
2,Просроченный некачественный продукт!,3
2,"Втюхивают просроченные товары. И говорят, что так и надо. Это мошенничество. Полный беспредел.",13
2,Полка с булками: мое разочарование,5
2,Сеть магазинов пятерочка,3
2,"Беспорядок, тухлятина и неразборчивость",4
2,Уныло,1
2,Магазин рядом. Среднего формата.,4
2,Печально,1
2,Испорченное впечатление,2
2,Разочарование,1
2,К магазину претензий нет,4
2,плохая работа сотрудников,3
2,Мошенничество в Пятёрочке Загорьевский проезд 3к5,6
2,Ассортимент товаров хороший.Обслуживание покупателей желает лучшего!,6
2,Грубый всегда злой персонал,4
2,Плохо работает доставка.,3
2,Качество продуктов среднее,3
2,Доставка ужасна!,2
2,тухлые овощи!,2
2,Хожу без удовольствия,3
2,Пятёрочка в ТЦ Магаз на транспортном проезде г. Химки,9
2,Ужасное отношение персонала в Абакане на Жукова 86!,8
2,Неграмотные и недоброжелательные администраторы.,4
2,Воруют баллы у покупателей.,4
2,Вот так снабжение продуктами.,4
2,Когда их уже закроют.,4
2,Больше я туда не ходок. Сеть испортилась!,7
2,Ну такое себе…,3
2,Жадные и мелочные маркетинговые ходы,5
2,"Если покупателям приходится обращаться за помощью в соблюдении санитарных норм, то что будет дальше",14
2,вообще нормально.,2
2,Обман и хамство,3
2,Мошенники,1
2,Плохое,1
2,Сеть магазинов сдала свои позиции,5
2,Бардак.,1
2,Дискредитация товаров Пятерочка,3
2,Полнейшее разочарование,2
2,средней паршивости,2
2,Разочарование.,1
2,"Качество продукции испортилось, цены поднялись",5
2,так себе,2
2,"Отвратительная бонусная система, точнее ее техническая сторона",7
2,"Некачественный товар, неграмотность продавцов-кассиров",4
2,После этой ситуации впечатление плохое.,5
2,"Перестал ходить сюда, что за невероятный рост цен?",8
2,продавец-обидчик,1
2,"Магазин хороший, а программа лояльности только расстраивает.",7
2,"Он есть, но для меня его как бы нет",9
2,Попили пивчанского.,2
2,Большой МИНУС,2
2,Ужасное обслуживание персонала магазина Пятёрочка,5
2,"Плохо, когда человек не на своем месте! Страдает бизнес и настроение)",11
2,Мнение испортилось,2
2,"Сеть магазинов ""Пятерочка"" - сплошной обман и введение в заблуждение покупателей.",11
2,4 из 10.,3
2,"Выдали карту, которую невозможно активировать",5
2,Продажа контрафактной продукции,3
2,"Обман,хамство.",1
2,Болоболы,1
2,"Всегда свежие продукты, но не сегодня",6
2,После посещения магазина портится настроение,5
2,3,1
2,Средне,1
2,"""Эконом класс"" и ""Плохое отношение к клиенту"" - не должны означать тождественные явления",13
2,"Я не понимаю кассы самообслуживания, если они постоянно глючат",9
2,Плохо,1
2,Просроченные товары,2
2,Бесчестие,1
2,Директор забрал деньги и убежал.,5
2,Пятерочка на Ударников 27 в Санкт-Петербурге - кассир ФИО на чеке,11
2,Работодатели отстой!,2
2,"Было хорошее впечатление, теперь не знаю",6
2,Не однозначное отношение к магазину,5
2,"бюджетные магазины, жаль ещё и воруют",6
2,Не очень,2
2,Акции не работают!,3
2,Как будто попал в 90е,5
2,Безобразие,1
2,проверяйте чеки на соответствие цен на кассе!,7
2,"Отсутствует возможность комбинированной оплаты чека (например, частично картой, частично наличными)",10
2,[цензура]с ценниками. [цензура]с возвратом товаров.,5
2,Обман на ценниках,3
2,"Обман покупателей во всём, с ценами, не возвражают месяцами деньги за товар, хамят, орут.",14
2,Стараюсь больше туда не ходить,5
2,"На ценнике акция, на кассе обычная цена.",7
2,Решением проблем никто не занимается,5
2,Мошейнечество с Выручай картами от самой Пятёрочки!,7
2,Служба поддержки никакая,3
2,"Магазин, неплохой. Персонал пьяное хамло.",5
2,Не соответствуют цены,3
2,"Хамское отношение администратора, директора",4
2,Отзыв магазин пятерочка на Витебском пр.,6
2,Загородили проход бесполезным ящиком!,4
2,плохо,1
2,Приворовывают на заказах,3
2,Несоответствие ценников и реальных цен.,5
2,Когда начнёте следить за ценниками?,5
2,Хуже чем другие магазины,4
2,Один обман,2
2,[цензура],1
2,Разочарована,1
2,Бардак нарастает,2
2,Отврательное клиентское обслуживание!,3
2,Про работу в Пятёрочке глазами сотрудника офиса,7
2,постоянное огорчение,2
2,"Доступный эконом-магазин, низкий уровень обслуживания, электронное воровство, постоянный обман в виде акций",12
2,"Магазин грязный, и некачественные товары",5
2,"гниль, грязь, хамство, нарушения",4
2,Магазин не эконом класса,4
2,Грязно. Товар без выкладки постоянно в проходах.,7
2,Есть неприятные ситуации,3
2,Обман,1
2,Не очень,2
2,Просто ужас,2
2,Проблемы в получении посылок,4
2,Плохой сервис доставки,3
2,"Постоянная путаница в ценниках, обман в акциях, хамоватый персонал.",9
2,Неоправданно дорого,2
2,Не умеют признавать ошибки и РАБОТАТЬ. ЗаРАБатывают на неосмотрительности.на людях,10
2,Магазин ужасный,2
2,"беда с ценами и ценникам, а качество...",7
2,Свежий и хлеб и булочки больше брать не буду.,9
2,[цензура],1
2,Наживаются на просроченном товаре,4
2,о манипуляции с ценами в Пятерочке,6
2,Негативное.,1
2,Стараюсь отказаться от посещения,4
2,Вы уверены что мы кушаем то что думаем?,8
2,Здоровье дороже .,3
2,Очень печальное,2
2,"Ужасные условия для работы,з.п. не соответствует должностным обязанностям",8
2,Торгуют просрочкой,2
2,"По закону я имею право покупать эн.напитки, но мне не продали",11
2,Хитрый магазин,2
2,Персанал вежливый.,2
2,"Практически не захожу в данный магазин, очень не нравиться.",9
2,Не соответствует логотипу,3
2,Могло быть и хуже,4
2,Ужасная антисанитария и неопрятный вид сотрудников,6
2,Так себе магазин,3
2,Не доволен,2
2,Пытаются ввести в заблуждение не внимательных и плохо видящих покупателей.,10
2,Карта лояльности для сотрудников.,4
2,"Просроченные сосиски в продаже, и молчаливые недовольные продавцы.",8
2,"Впечатление отвратительное, постоянный обман",4
2,"Это не эконом класс, а эконом + от 20 до50%",10
2,Негативное,1
2,Просроченный товар,2
2,"Нормально вести себя с покупателями? Не, не слышали!",8
2,"все хорошо, но баллы списали)))) Негатив перед НГ!",8
2,Бюджетно и плохо,3
2,Магазин очень испортился.,3
2,Отвратительные кассиры,2
2,Показ видео камер наблюдения другим покупателям.,6
2,Часто нет оплаты картой,4
2,Рядом с домом,3
2,Несоответствие цен в чеке и на ценнике,7
2,Обслуживание покупателей нулевое плюс хамство со стороны персонала.,8
2,Мне не нравиться,3
2,Удивительно и возмутительно,3
2,Ни чего хорошего,3
2,Обвес кассира: реакция Пятерочки,4
2,Магазин в который не охота ходить.,6
2,"Негативное, несоответствие ценников на товарах и на кассе",8
2,Лучше бы вас не было!,5
2,В ближайшее время в этот магазин не пойду,8
2,"Когда-нибудь, я таки начну скандалить!",5
2,Уровень минус 1,3
2,Хамство покупателям дело обычное,4
2,Не лучшее,2
2,Часто обманывают,2
2,Негативное,1
2,Плохо,1
2,"Бардак с картами магазина, которые приносят одно расстройство",8
2,АФЕРИСТЫ- БЕЗ СПРОСА ПРОБИВАТ В ЧЕК СВОЮ КАРТУ ЗА 10 РУБЛЕЙ!,11
2,Отвратительно!,1
2,Пытаются обмануть,2
2,Очень возмущена!,2
2,Ужас,1
2,"Никогда не писала отзывы, но сегодня я развозилась очень на этот магазин!",12
2,Норм.,1
2,"Идея магазина хорошая, да воплощение почти всегда на троечку",9
2,"""Пятерочка"" , Тула, Металлургов 96, открыт два дня.",8
2,Будьте осторожны,2
2,Плохо очень плохо,3
2,Обслуживание эконом,2
2,так себе магазин,3
2,Всё хорошо пока не капнёшь поглубже,6
2,Так себе,2
2,Нарушение закона,2
2,Пятёрочка обнаглела!,2
2,"Цены не соответствуют ценникам, тухлые куры гриль.",7
2,"Пример, каким не должен быть магазин",6
2,Обман и воровство. Противно,4
2,обманы в акциях,3
2,Обнаглевшая компания,2
2,Плохое,1
2,Магазин просрочки,2
2,ВСЕГДА проверяйте чек в магазине после совершения покупки!,8
2,Хожу туда от безысходности,4
2,"Такое ощущение,что люди продавцам что то должны,а не на оборот",10
2,разочарована,1
2,"Обманывают покупателя -на ценниках цены указаны ниже,а на кассе значительно выше.",11
2,Осторожно!,1
2,Очень грязно в магазине,4
2,До культуры торговли далеко,4
2,Хамское обслуживание!,2
2,Жульничество с Выручай-каратами,3
2,В Пятерочке масочный режим,4
2,"Кассир по имени Надежда, хамло и хабалка",7
2,Магазин часто не соблюдает масочный режим,6
2,Обман покупателей,2
2,В двух словах не описать все впечатление,7
2,Плохо,1
2,"Просьба, управляющих обратить внимание на этот бардак",7
2,Больше ужасное,2
2,Начали обманывать на кассе,4
2,раньше было лучше,3
2,Про выручай-карту (скидочную карту),4
2,паленый алкоголь пятерочка,3
2,Разочарована.,1
2,"В магазинах ""Пятерочка"" всегда нужно быть бдительным",7
2,"И хочется, и колется",4
2,Только отвращение,2
2,способы хранения и перевозки и продажи молока,7
2,Нечествность,1
2,Заведомо ложная информация на ценниках,5
2,"Пятёрочка ""+"" и ""-""",4
2,Непрятный магазин с ценами явно не эконом-класса.,7
2,качество хромает,2
2,Не свежий залежавшийся товар,4
2,Пятерочка не меняется. Все также плохо.,6
2,хитрые и наглые сотрудники,4
2,Отдел кадров просто поразил,4
2,при крайней необходимости можно сходить,5
2,Удовлетворительно,1
2,Ну такое,2
2,Убрали камеры хранения: можно смело считать любого покупателя вором,9
3,Пользуйтесь книгой жалоб!,3
3,Надо иметь ангельское терпение и проверять соответствие ценника и то что пробито в чеке...,14
3,"Все магазины разные, зависит от руководства и персонала.",8
3,За мелочами можно сюда зайти,5
3,"Отвратительный магазин, который может быть лучше, если сменить ВЕСЬ персонал!",10
3,"Цены радуют, сервис беспокоит!",4
3,"Этот магазин хорош, когда один на весь район",8
3,В легком недоумении,3
3,"После покупки не только проверяйте чек, но и ОБЯЗАТЕЛЬНО взвешивайте товар на контрольном аппарате!",14
3,"В целом стало лучше в последнее время, но есть моменты",10
3,Когда рядом то удобно...,4
3,Этот магазин потерял трёх покупателей навсегда,6
3,"Не всегда выручает, а последнее время и обвешивает периодически",9
3,Магазин ниже среднего,3
3,"Пятница, 13-е ...",3
3,"готовьтесь проявить характер и упорство, не можете - идите в другой магазин, этот не для слюнтяев!",16
3,Не подобающее качество продуктов,4
3,ужасное отношение к своим клиентам!,5
3,Пятерочка - отзывы покупателей на троечку,6
3,не нравятся,2
3,Удобно и просто!,3
3,Неплохой магазин у дома,4
3,Устройство на работу.,3
3,"Магазин в шаговой доступности, когда что-то кончилось,надо купить, а вбольшой супермаркет ехать некогда.",13
3,Есть один существенный минус,4
3,"В ""Пятерочку"", как в стан врага. Лайфхаки для покупателей.",9
3,Неоднозначные впечатления,2
3,Преимущество данной торговой сети лишь в периодических акциях на некоторые товары,11
3,"Дофига работы, дофига бесплатной работы, платят мало, спроса много. Бывают тухлые товары.",12
3,Никуда не денешься.,3
3,"Сеть магазинов мне не нравится, ужасное отношение у покупателям.",9
3,Переоцененный магазин,2
3,Становится всё хуже и хуже!,5
3,Постоянный обман с ценниками и накопленные баллы с карты - выручайки крадут.,12
3,Дурдом Пятерочный!,2
3,Завышена цена на рыбный продукт,5
3,"Развод от ""Пятерочки"", или Покупатель всегда не прав",8
3,"Слабый ассортимент. Цены выше, чем в Metro",7
3,Сетевой магазин обманывает покупателей в чеках и ценниках,8
3,Расстроена.,1
3,Туфта,1
3,Часто цены в два раза дороже чем на ценниках,9
3,"Всегда тухлая курица, гнилой лук и картофель.",7
3,Всё хуже и дурнее.,4
3,Портится настроение от таких магазинов,5
3,Была в ужасе,3
3,Часто зависит от персонала в магазине,6
3,Почти нечего купить,3
3,"Посещаю всегда "" Пятёрочку"" по адресу Южнобутовская 29. Есть свои плюсы и минусы!",13
3,Магазинов много и они в шаговой доступности,7
3,"Магазин, как магазин. В нашем селе особого выбора магазинов нет, 2 Магнита, 2 Пятерочки",14
3,Всегда быть на чеку,4
3,"Обычный магазин, но много лохотрона",5
3,Магазин среднего качества с плохим выбором,6
3,Что мне нравится и не нравится в одной из крупнейших торговых сетей России,13
3,Рядом нет и слава богу...,5
3,Будьте внимательнее при покупке скоропортящихся продуктов,6
3,"Проверяйте цены, не доходя до кассы",6
3,Не умеют считать касиры в Пятерочка по сталеваро 40,9
3,Нейтральное,1
3,Магазин обманщик,2
3,"Хороший магазин, портит впечатление испорченный товар.",6
3,Половина посещений заканчивается возвратом товаров (в Азове!),7
3,Зависит от конкретного магазина.,4
3,Обычный нормальный магазин,3
3,Очень посредственно,2
3,Средний магазин. Неожиданно обнаружил там продажу фальсификата Советского Шампанского.,9
3,Большой супермаркет,2
3,"Честно не очень , но можете попробовать",7
3,"Обман с ценниками, необоснованное завышение цен на товары",8
3,Стандарт продуктовый,2
3,"Акции, близко к дому, порядок в зале, ассортимент",8
3,Тухлые овощи и грязь,4
3,Обслуживание и решение проблем,4
3,Неожиданная отмена бонусов в Пятерочке.,5
3,Просто кошмарное отношение к сотрудничеству,5
3,Периодически пользуюсь,2
3,Неплохой магазин эконом-класса,3
3,Неоднозначное впечатление от данных магазинов,5
3,Бан за отрицательные отзывы и сообщения в комментариях,8
3,Обман покупателя,2
3,"Отзыв о магазине Пятёрочка г. Ижевск, ул. 9 Января, д. 177",11
3,Нехватка рабочих,2
3,Консультация в приложении.,3
3,"Чаще всего впечатление портят именно кассиры, особенно, когда одного из них, постоянно нет на месте",15
3,Странная новогодняя акция,3
3,Впечатление не из лучших,4
3,На безрыбьи и рак рыба,5
3,Одна касса? Не беда!,4
3,Впечатление удручающее.,2
3,"Нормальная сеть, но бывает просрочка.",5
3,зависит от магазина,3
3,"Сеть, которая может, но не хочет",6
3,"""Пятерочка"" - всё для людей...",5
3,"Общее впечатление приятное, несмотря на недостатки в организации торговли.",9
3,Нормальная сеть,2
3,Не самый лучший магазин.,4
3,Обманывать начали уже не стесняясь и не боясь!,8
3,Меняйте персонал.,2
3,"В они говорили, зайди в пятёрочку-сделай правильный выбор!",8
3,Магазин эконом-класса,2
3,Магазин бомж,2
3,Не проверяют товар,3
3,"Москва, Новочеркасский бульвар 46? Рядом с поликлиникой.",7
3,Среднее,1
3,Двойной обман с детскими монетками,5
3,В зале ругались сотрудники,4
3,Огорчение от частых обманов,4
3,Удовлетворительно,1
3,Магазин так себе,3
3,"Пользуюсь, если что-то по-быстрому купить.",5
3,Жалоба,1
3,"Магазины оставляют среднее впечатление, в основном неверные ценники",8
3,От высшего к низшему,4
3,Плохая организация.,2
3,С горки да по ухабам...,5
3,"Заблокировали карту ""Пятерочки"", имеющиеся на ней баллы пропали...",8
3,Я бы не поставила Пятерочке пять,6
3,Сеть магазинов работает удовлетворительно,4
3,Все хуже и хуже,4
3,Не понял...,2
3,"Просторный магазин,выбор не очень богат,цены приемлимы",6
3,Непредсказуемо изо дня в день,5
3,Всегда нравился этот магазин до недавнего времени,7
3,"Плохое осталось впечатление, когда написана одна цена, а на кассе другая.",11
3,Нет стаканов,2
3,Удобно,1
3,Котегоричкски отношусь отрицательно к пятёрочке,5
3,Пятёрочка в пос.Шишкин Лес (Новая Москва).,6
3,слов нет,2
3,"Среднее качество, но невысокие цены.",5
3,3 из 10,3
3,Сотрудники охраны не извиняются за свои ошибки.,7
3,Неплохой бюджетный магазин.,3
3,50/50,1
3,Неактуальные ценники,2
3,"Доступные и практически одинаковые цены на всей территории РФ, но при этом совершенно разное обслуживание",15
3,"|Пятёрочка выручает?|Выручай карта, сроки, ценники, расскажу своё мнение о магазине|",10
3,Всё зависит от руководства и расположения магазина,7
3,Раз на раз не приходится,5
3,Не экономный эконом.,3
3,Обнаглели окончательно!,2
3,Надо срочно переименовываться в троечку,5
3,Не очень,2
3,Приемлемый магазин.,2
3,Продавцы либо умалчивают либо не в курсе.,7
3,Во всех сетках одна и та же проблема,8
3,Нормальный социальный супермаркет,3
3,Средние,1
3,надо быть очень внимательным и включать мозги при посещении,9
3,"Просрочки в магазинах ,нет ротации",5
3,"Прохой сервис, товар требует проверки, персонал не обучен",8
3,магазин среднего уровня,3
3,Я просто приложу скрин переписки со службой поддержки от 26.09.,10
3,пятерочка как отдельное искусство,4
3,Среднее,1
3,Стоит идти только за базовыми товарами,6
3,"Персонал игнорирует начинания сети, заявленные скидки не предоставляются .Самодеятельность или позиция сети?",12
3,Обращать внимание на ценник и быть внимательным на кассе.,9
3,Народный магазин,2
3,Просто ужасно,2
3,Рынок с брендом.,3
3,Много претензий,2
3,"Люблю пятерочку, но последнее время полный бардак с картами лояльности, до операторов не дозвониться!",14
3,"Средний магазин, стремятся к лучшему, но баллы не копите ни в коем случае",13
3,магазин для простых людей,4
3,Касса самообслуживания,2
3,Допущено хамство,2
3,Очень дорого!,2
3,"Разонравился, захожу в редких случаях",5
3,Иногда приходится экономить и терпеть.,5
3,Скатились,1
3,Пятерочка больше не выручает,4
3,в общем не всё так плохо,6
3,Честный отзыв о сети магазинов Пятёрочка,6
3,Нейтральное,1
3,Ужасное,1
3,Недовольство от услуг доставки,4
3,"неплохие магазины, но лучше магнита",5
3,Нормально,1
3,"Удобно, что рядом с домом",5
3,Классные цены и все.,4
3,"Мнение неоднозначное. В одних магазинах все ок, чего нельзя сказать о других",12
3,"Помятый товар, отсутствие ценников, очередь на кассе",7
3,Плохонький магазин,2
3,Обман на ценниках!,3
3,Не соответствует цена- товар.,4
3,"Неплохой магазин, но иногда обсчитывают",5
3,Нормальный магазин продуктов,3
3,Постоянный обман!,2
3,ремонт на пользу не пошел,5
3,Неверная информация о ценниках,4
3,Испорченные продукты как визитная карточка,5
3,Магазин-помойка,1
3,Раздражает,1
